sentence_id,lang,flores_code,text,domain,topic
69,tam,tam_Taml,"மௌய் யின் போர் நினைவு அரங்கத்தில் 9,000 பேர் பார்க்க நிகழ்வதாக இருந்த நிகழ்ச்சியை அந்த பாண்ட் ரத்து செய்தது மற்றும் ரசிகர்களிடம் அதற்காக மன்னிப்பும் கேட்டது.",wikinews,Crime and Law
70,tam,tam_Taml,"பேண்ட் நிர்வாக நிறுவனமான HK Management Inc., செப்டம்பர் 20 அன்று ரத்து செய்யப்பட்டபோது, எந்த அடிப்படை காரணத்தையும் தெரிவிக்கவில்லை. ஆனால் அதற்கடுத்த நாளில் தளவாட காரணங்களை குற்றம் கூறியது.",wikinews,Crime and Law
71,tam,tam_Taml,"பிரபல கிரேக்க வழக்கறிஞர்களான சாகிஸ் கெச்சகியோக்லோ மற்றும் ஜார்ஜ் நிகோலகோபெளலோஸ் ஆகியோர், சட்டத்துக்கு மாறான பணம் மற்றும் ஊழல் குற்றச்சாட்டு நிரூபிக்கப்பட்டதால், கோரிடல்லஸின் ஏதென்ஸ் சிறைச்சாலையில் சிறையில் அடைக்கப்பட்டனர்.",wikinews,Crime and Law
72,tam,tam_Taml,"இதன் விளைவாக, கிரேக்க சட்ட சமூகத்தில், முந்தைய ஆண்டுகளில் நீதிபதிகள், வழக்கறிஞர்கள், சொலிசிடர்கள் மற்றும் அட்டர்னிகள் செய்த சட்ட விரோத நடவடிக்கைகளை வெளிப்படுத்தியதால் ஒரு பெரிய ஊழல் கிளம்பி இருக்கிறது.",wikinews,Crime and Law
73,tam,tam_Taml,"""சில வாரங்களுக்கு முன்பு, Alpha TV யில் பத்திரிகையாளர் மாகிஸ் ட்ரையன்டாஃபைலோபௌலோஸ் தனது பிரபலமான தொலைக்காட்சி நிகழ்ச்சியான """"ஜூங்க்லா"""" இல் வெளியிட்ட தகவல்களுக்குப் பிறகு, நாடாளுமன்ற உறுப்பினரும் வழக்கறிஞருமான பெட்ரோஸ் மான்டுவாலோஸ் தனது அலுவலக உறுப்பினர்கள் சட்டவிரோத ஓட்டு மற்றும் ஊழலில் ஈடுபட்டதால் பதவி நீக்கம் செய்யப்பட்டார்.""",wikinews,Crime and Law
74,tam,tam_Taml,"மேலும், உயர் நீதிபதி இவங்சலஸ் கலௌசிஸ் ஊழல் மற்றும் சீரழிந்த நடத்தையின் காரணமாக சிறையில் அடைக்கப்பட்டார்.",wikinews,Crime and Law
75,tam,tam_Taml,"வாழ்க்கை எப்போது தொடங்குகிறது என்பது பற்றி ராபர்ட்ஸ் வெளிப்படையாக கூற மறுத்துவிட்டார், கருக்கலைப்பு நெறிமுறையை கருத்தில் கொள்ளும்போது ஒரு முக்கியமான கேள்விக்கு, சாத்தியமான நிகழ்வுகளின் விவரக்குறிப்பு பற்றி கருத்து கூறுவது நெறியற்றதாக இருக்கும் என்று கூறினார்.",wikinews,Politics
76,tam,tam_Taml,"""எப்படியாக இருந்தாலும், ரோ வி. வேட் """"தீர்க்கப்பட்ட நிலத்தில் சட்டம்"""" என்ற தனது முந்தைய வாக்கியத்தை மீண்டும் வலியுறுத்தினார், நிலையான உச்சநீதிமன்றத் தீர்ப்புகளின் முக்கியத்துவத்தை வலியுறுத்தினார்.""",wikinews,Politics
77,tam,tam_Taml,"தான், ரோ வின் முடிவு சார்ந்திருந்த மறைமுக தனியுரிமை குறித்து நம்புவதாக அவர் மேலும்  உறுதி செய்தார்.",wikinews,Politics
78,tam,tam_Taml,"மாரூச்சிடோர் சிகரத்தின் உச்சியில், நூசாவை விட ஆறு புள்ளிகள் தெளிவாக பிற்பகுதியில் முடித்தார்.",wikinews,Sport
79,tam,tam_Taml,அந்த இரண்டு (two) அணிகளும் ஒரு பெரிய அரை இறுதியில் சந்தித்த போது நூசா 11 புள்ளிகளால் வெற்றியைத் தட்டிச் சென்றது.,wikinews,Sport
80,tam,tam_Taml,"பின்னர் மருச்சிடோர், கபூல்சரைத் பூர்வாங்க இறுதிப் போட்டியில் தோற்கடித்தது.",wikinews,Sport
81,tam,tam_Taml,"ஹெஸ்பெரோனிகஸ் எலிசபெதே, ட்ரோமேயோசாவ்ரிடே இனத்தைச் சேர்ந்தது மற்றும் வேலோசிராப்டரின் குடும்பம்.",wikinews,science
82,tam,tam_Taml,இந்த இறகுகளால் நிரம்பிய இரைக்கொல்லிப் பறவை வெலோசிரேப்டரைப் போன்று நகங்களுடன் இரண்டு கால்களைக் கொண்டு நேராக நடக்கும் என நம்பப்பட்டது.,wikinews,science
83,tam,tam_Taml,"""அதன் இரண்டாவது நகம் இன்னும் பெரிதாக இருந்தது , அதனால் தான் """"மேற்கத்திய நகம்"""" என்று பொருளுடன்  ஹெஸ்பெரோனிகஸ் என்ற பெயர் வந்தது.""",wikinews,Science
84,tam,tam_Taml,"இந்த கடினமான பனியை தவிர, மிக மோசமான வானிலையும் மீட்பு முயற்சிகளுக்கு தடையாக உள்ளது.",wikinews,Weather
85,tam,tam_Taml,அடுத்த வாரம் வரை நிலைமை சீராகாதென்று பிட்மேன் தெரிவித்தார்.,wikinews,Weather
86,tam,tam_Taml,"பிட்மேனின் கூற்றுப்படி, பனிக்கட்டி தொகுப்புகளின் அளவு மற்றும் தடிமன் ஆகியவை கடந்த 15 ஆண்டுகளில் மிகவும் மோசமடைந்துள்ளதால் எடை சரி பார்ப்பாளர்களுக்கு சிக்கல் ஏற்பட்டுள்ளது.",wikinews,Weather
87,tam,tam_Taml,"மார்ச் 21-ஆம் தேதி நடந்த பள்ளிக்கூடத் துப்பாக்கிச் சூடு தொடர்பாக மற்றொரு மாணவர் கைது செய்யப்பட்டதாக, ஜெஃப் வெயிஸ் மற்றும் பாதிக்கப்பட்ட ஒன்பது பேரில் 3 பேர் இறுதிச் சடங்குகளில், இன்று ரெட் லேக் சமூகத்தில் செய்தி பரவியது.",wikinews,Crime and law
88,tam,tam_Taml,"இன்றைய கைது நடவடிக்கையை உறுதிப்படுத்தியதைத் தவிர, அதிகாரிகள் அதிகாரப்பூர்வமாக எதையும் கூறவில்லை.",wikinews,Crime and law
89,tam,tam_Taml,"ஆனாலும் அது, ரெட் லேக் பழங்குடியினர் தலைவர் ஃப்ளாய்ட் ஜோர்டாய்னின் 16 வயது மகன் லூயிஸ் ஜோர்டாய்ன் என்று விசாரணையைப் பற்றிய தகவலறிந்த வட்டாரம் மின்னியாபோலிஸ் ஸ்டார் ட்ரிப்யூனிடம் தெரிவித்தனர்.",wikinews,Crime and law
90,tam,tam_Taml,"இந்த நேரத்தில் என்ன குற்றச்சாட்டுகள் சிறுவன் மீது சுமத்தப்படும் அல்லது அதிகாரிகள் சிறுவனைக் குற்றம் சுமத்த என்ன வழிவகுத்தது என்பது தெரியவில்லை, ஆனால் கூட்டாட்சி நீதிமன்றத்தில் சிறார் வழக்கு விசாரணை தொடங்கியுள்ளது.",wikinews,Crime and law
91,tam,tam_Taml,ஆப்கானியர்களை மற்றொரு தேர்தலின் செலவு மற்றும் மற்றும் பாதுகாப்பு ஆபத்திலிருந்து காப்பாற்றுவதற்காக வாக்குப்பதிவை ரத்து செய்ய அதிகாரிகள் முடிவு செய்துள்ளதாகவும் லோடின் கூறினார்.,wikinews,Politics
92,tam,tam_Taml,"ரன் - ஆஃப்கள் தேவையற்றவை என்பதைத் தீர்மானிப்பதற்கு, ஆப்கன் அரசியலமைப்பில் போதுமான தெளிவின்மையைக் கண்டறிந்ததாக அரசுப் பிரதிநிதிகள் தெரிவித்தனர்.",wikinews,Politics
93,tam,tam_Taml,"இது முந்தைய அறிக்கைகளுக்கு முரணானது, இது தேர்தலை ரத்து செய்வது அரசியலமைப்பிற்கு எதிரானதாக இருந்திருக்கும் என்று கூறியது.",wikinews,Politics
94,tam,tam_Taml,அந்த விமானம் இர்கூட்ஸ்க் நோக்கிச் சென்று கொண்டிருந்தது மற்றும் உள்நாட்டுப் படைகளால் செலுத்தப் பட்டுக் கொண்டிருந்தது.,wikinews,Tragety
95,tam,tam_Taml,ஆய்வு செய்வதற்காக விசாரணை நிறுவப்பட்டது.,wikinews,Tragety
96,tam,tam_Taml,"Il-76 ஆனது 1970களிலிருந்து இரஷ்ய மற்றும் சோவியத் இராணுவத்தின் முக்கிய அங்கமாக இருந்து வருகிறது, ஏற்கனவே ரஷ்யாவில் கடந்த மாதம் ஒரு கடுமையான விபத்தைச் சந்தித்தது.",wikinews,Tragety
97,tam,tam_Taml,"அக்டோபர் ஏழாம் நாள் காயங்கள் ஏதும் இன்றி  புறப்படும் போது, ஒரு என்ஜின் பிரிக்கப்பட்டது. ரஷ்யா அந்த விபத்திற்கு பின் II-76 s யை சீக்கிரமாக தரை இறங்கியது.",wikinews,Tragety
98,tam,tam_Taml,அலாஸ்காவின் ஃபேர்பேங்க்ஸுக்கு தெற்கே ஆயிரக்கணக்கான பீப்பாய்கள் கச்சா எண்ணெயைக் கொட்டியதைத் தொடர்ந்து டிரான்ஸ்-அலாஸ்கா பைப்லைன் அமைப்பின் 800 மைல்கள் மூடப்பட்டன.,wikinews,Disaster
99,tam,tam_Taml,"வழக்கமான ஃபையர்-கமாண்ட் அமைப்பு சோதனையைத் தொடர்ந்து ஏற்பட்ட மின்சார செயலிழப்பு, ரிலீவ் வால்வுகள் திறந்து, ஃபோர்ட் க்ரீலி பம்ப் ஸ்டேஷன் 9-க்கு அருகில் கச்சா எண்ணெய் நிரம்பிவழியக் காரணமாக அமைந்தது.",wikinews,Disaster
100,tam,tam_Taml,"வால்வுகளைத் திறப்பதென்பது, அமைப்பு அழுத்தத்தில் இருந்து விடுபடுவதை அனுமதித்தது மற்றும் 55,000 பேரல்களை (2.3 மில்லியன் கேலன்கள்) வைத்திருக்கக்கூடிய ஒரு டேங்குக்கான திண்டில் எண்ணெய் பாய்ந்தது.",wikinews,Disaster
101,tam,tam_Taml,"புதன் கிழமை மதியம் வரை, அந்த டாங்கியின்  இடைவெளியிலிருந்து, அநேகமாக உள்ளே நேர்ந்த வெப்ப நிலை விரிவாக்கத்தால், கசிந்து கொண்டிருந்தது.",wikinews,Disaster
102,tam,tam_Taml,"104,500 பீப்பாய்கள் வைத்திருக்கும் திறன் கொண்ட தொட்டிகளுக்கு கீழே உள்ள மற்றொரு இரண்டாம் நிலை கட்டுப்பாட்டுப் பகுதி இன்னும் நிரப்பப்படவில்லை.",wikinews,Disaster
103,tam,tam_Taml,"தொலைக்காட்சியில் நேரலையில் அறிவிக்கும்போது, மூத்த ஈரானிய அதிகாரி ஒப்புதல்களினால் பாதிப்பு ஏற்பட்டது என முதன்முறையாக ஒப்புக்கொண்டார்.",wikinews,Politics
104,tam,tam_Taml,"நிதிக் கட்டுப்பாடுகள் மற்றும் ஐரோப்பிய ஒன்றியத்தின் கச்சா எண்ணெய் ஏற்றுமதி மீதான தடை ஆகியவை அவற்றில் அடங்கும், இதில் இருந்து ஈரானிய பொருளாதாரம் அதன் வெளிநாட்டு வருமானத்தில் 80% ஐப் பெறுகிறது.",wikinews,Politics
105,tam,tam_Taml,"அதனுடைய மிக சமீபத்திய மாதாந்திர அறிக்கையின்படி, இரண்டு தசாப்தங்களாக இல்லாதவகையில் ஒரு நாளைக்கு 2.8 பில்லியன் பீப்பாய்களாக மிக குறைந்த அளவு கச்சா எண்ணெய் ஏற்றுமதி இருந்ததாக ஒபேக் கூறியது.",wikinews,Politics
106,tam,tam_Taml,"""நாட்டின் உயர்ந்த தலைவர், அயதுல்லா அலி கமேனி, 1979-ஆம் ஆண்டு ஈரானின் இஸ்லாமிய புரட்சிக்கு முந்தைய காலத்திலிருந்து எண்ணெய்யைச் சார்ந்து இருப்பது, """"ஒரு பொறி"""" என்று விவரித்தார், அதிலிருந்து நாடு தன்னை விடுவித்துக் கொள்ளவேண்டும் என்றும் கூறினார்.""",wikinews,Politics
107,tam,tam_Taml,"அந்தக் கேப்சூல் பூமியின் வளி மண்டலத்தில் நுழையும் போது, காலை 5 மணியளவில் (கிழக்கு நேரம்), அது வட கலிபோர்னியா, ஒரேகான், நெவாடா மற்றும் உதா மாகாணங்களில் மக்களுக்கு ஒரு ஒளிக்காட்சி வழங்கும்   என்று எதிர்பார்க்கப் படுகிறது.",wikinews,Science
108,tam,tam_Taml,காப்ஸ்யூல் வானத்தைக் கடந்து செல்லும் ஒரு எரி நட்சத்திரம் போல இருக்கும்.,wikinews,Science
109,tam,tam_Taml,"அந்த கேப்சூல் நொடிக்கு 12.8 கி மி அல்லது 8 மைல்  வேகத்தில் சென்று கொண்டிருந்தது, அதாவது சான் பிரான்சிஸ்கோவில் இருந்து லாஸ் எஞ்சலிஸ் நகருக்கு ஒரு (one) நிமிடத்தில் சென்று விடும் அளவு வேகம்.",wikinews,Science
110,tam,tam_Taml,"மே மாதம் 1969 இல் Apollo X கட்டளை தொகுதி திரும்பிய போது செய்த முந்தைய சாதனையை உடைத்து, பூமிக்கு திரும்பும் மிக வேகமாக விண்கலம் என்ற புதிய அனைத்து நேர சாதனையை Stardust செய்யும்.",wikinews,Science
111,tam,tam_Taml,"அது வட கலிபோர்னியாவின் மேற்குக் கடற்கரைக்கு மேலே செல்லும் மற்றும் கலிபோர்னியாவில் இருந்து மத்திய ஒரேகான் மற்றும் அடுத்து நெவாடா மற்றும் இடாஹோ பின்னர் உதாவிலும் வானத்தை ஒளி மயமாக்கும் என்று ஸ்டார்டஸ்ட்டின் திட்ட மேலாளர்,   டாம் டாக்ஸ்பரி தெரிவித்தார்.",wikinews,Science
112,tam,tam_Taml,"கியோட்டோ காலநிலை ஒப்பந்தத்தில் கையெழுத்திட திரு. ரூட் எடுத்த முடிவு அமெரிக்காவை தனிமைப்படுத்துகிறது, இது இப்போது ஒப்பந்தத்தை ஒப்புக் கொள்ளாத ஒரே வளர்ந்த நாடாக இருக்கும்.",wikinews,climate
113,tam,tam_Taml,"ஆஸ்திரேலியாவின் முன்னாள் பழமைவாத அரசாங்கம் கியோட்டோவை அங்கீகரிக்க மறுத்து, நிலக்கரி ஏற்றுமதியை அதிக அளவில் நம்பியிருப்பதால் பொருளாதாரத்தைச் சேதப்படுத்தும் என்று தெரிவித்தது, அதே நேரத்தில் இந்தியா, சீனா போன்ற நாடுகள் எமிஷன் இலக்குகளுக்குக் கட்டுப்படவில்லை.",wikinews,climate
114,tam,tam_Taml,இது ebay-இன் வரலாற்றில் மிகப்பெரிய கையகப்படுத்தலாகும்.,wikinews,Science and technology
115,tam,tam_Taml,"அந்த நிறுவனம் தனது லாபம் ஈட்டும் வழிகளை பரவலாக்கியும் மற்றும் ஸ்கைப் பலமான நிலையில் உள்ள சீனா, கிழக்கு ஐரோப்பா மற்றும் பிரேசிலில் அதிகப் புகழ் பெறவும் எண்ணுகிறது.",wikinews,Science and technology
116,tam,tam_Taml,"விஞ்ஞானிகள் என்சிலேடஸ் புவியியல் ரீதியாக செயல் பாட்டில் இருக்கிறது என்றும், சனி கிரகத்தின் பனி இ வளையத்திற்கு காரணம் என்றும் சந்தேகப் படுகிறார்கள்.",wikinews,Science and technology
117,tam,tam_Taml,"என்செலடஸ் என்பது சூரிய மண்டலத்தில் அதிகமாகப் பிரதிபலிக்கும் ஒரு பொருளாகும், இது தன் மேல் படும் சூரிய ஒளியில் 90 சதவிகிதத்தைப் பிரதிபலிக்கிறது.",wikinews,Science and technology
118,tam,tam_Taml,ஃபலூஜாவில் ஆறு நாட்கள் என்ற விளையாட்டை தாங்கள் வெளியிடப் போவதில்லை என்று ஜப்பானிய செய்தித்தாளுக்கு விளையாட்டு வெளியீட்டாளர் கோனாமி இன்று தெரிவித்தார்.,wikinews,Culture and entertainment
119,tam,tam_Taml,அமெரிக்கா மற்றும் ஈராக்கிய படைகளுக்கு இடையே நடந்த மோசமான போரான ஃபலூஜாவின் இரண்டாம் யுத்தத்தை அடிப்படையாக கொண்டது இந்த விளையாட்டு.,wikinews,Culture and entertainment
120,tam,tam_Taml,"இணையத்தில் வீடியோ ஒளிபரப்பப்பட்டபோதிலும், பிக் பிரதர் இணையதளத்தில் மீடியா சேமிக்கப்படாததால், பிக் பிரதர் ஆன்லைன் உள்ளடக்க தணிக்கைச் சட்டங்களை மீறவில்லை என்பதையும் ACMA கண்டறிந்தது.",wikinews,Politics and conflicts
121,tam,tam_Taml,"ஒளிபரப்பு சேவைகள் சட்டம் இணைய உள்ளடக்கத்தை ஒழுங்குபடுத்துவதற்கு விதிகளை வழங்குகிறது, எனினும் இணைய உள்ளடக்கம் என்று கருதப்படுவதற்கு, அது ஒரு சர்வரில் இருக்க வேண்டும்.",wikinews,Politics and conflicts
122,tam,tam_Taml,"நைரோபி, கென்யாவிலுள்ள அமெரிக்க தூதரகம், சோமாலியா நாட்டு தீவிரவாதிகள், கென்யா மற்றும் எதியோப்பியா மீது தற்கொலைத் தாக்குதல் நடத்தத் திட்டமிட்டிருப்பதாக ஒரு எச்சரிக்கை வெளியிட்டிருக்கிறது.",wikinews,Politics and conflicts
123,tam,tam_Taml,"""U.S. தற்கொலைப் படைகள், எத்தியோபியா மற்றும் கென்யாவில் """"முக்கியமான இடங்களை"""" வெடி வைத்து தகர்க்கப் போவதாக வெளியிடப்படாத ஆதாரங்களிடமிருந்து தகவல் வந்துள்ளதாக கூறுகிறது.""",wikinews,Politics and conflicts
124,tam,tam_Taml,"தி டெய்லி ஷோ மற்றும் தி கோல்பர்ட் ரிப்போர்ட்டுக்கு நீண்ட காலத்திற்கு முன்பே, 1988 இல் UW இல் அவர்கள் மாணவர்களாக இருந்தபோது, செய்திகளையும் செய்தி அறிக்கைகளையும் நையாண்டிச் செய்யும் ஒரு வெளியீட்டை ஹெக்கும் ஜோன்சனும் காட்சிப்படுத்தினர்.",wikinews,entertainment
125,tam,tam_Taml,"அதன் தொடக்கத்திலிருந்து, வெங்காயம் ஒரு உண்மையான போலி செய்தி சாம்ராஜ்யமாக மாறியுள்ளது, ஒரு அச்சு பதிப்பு, அக்டோபர் மாதத்தில் 5,000,000 தனிப்பட்ட பார்வையாளர்களை ஈர்த்த ஒரு வலைத்தளம், தனிப்பட்ட விளம்பரங்கள், 24 மணி நேர செய்தி நெட்வொர்க், வலையொளிகள் மற்றும் சமீபத்தில் தொடங்கப்பட்ட தேசப்பட புத்தகம் ஆகியவை எங்கள் ஊமை உலகம் என்றழைக்கப்படுகிறது.",wikinews,entertainment
126,tam,tam_Taml,"அல் கோர் மற்றும் ஜெனெரல் டாமி ஃப்ராங்க்ஸ் தங்களுக்குப் பிடித்ததைத் தலைப்புச் செய்தியாக தட்டி விடுகிறார்கள். (கோருடையது, அவர் 2000 ஆண்டு தேர்தலில் தோற்றபிறகு , தானும் டிப்பரும் மிகச் சிறந்த படுக்கையறை நேரத்தை அனுபவித்ததாக, ஆனியன் பத்திரிகையில் அறிவித்த போது).",wikinews,entertainment
127,tam,tam_Taml,"அவர்களின் பல எழுத்தாளர்கள், ஜோன் ஸ்டீவர்ட் மற்றும் ஸ்டிஃபன் கோல்பர்ட்டின் நையாண்டி நிகழ்ச்சியில் பெரும் செல்வாக்கு பெற்றிருக்கிறார்கள்.",wikinews,entertainment
128,tam,tam_Taml,இந்த கலை நிகழ்ச்சி புக்கரெஸ்ட் நகர மண்டபத்தின் பிரச்சாரத்தின் ஒரு பங்காகும். அது ரோமானிய தலைநகரத்தின் மீதான பார்வையை கற்பனையோடும் வண்ண மயமாகவும் பிரதிபலிக்க எண்ணுகிறது.,wikinews,entertainment
129,tam,tam_Taml,"தென்கிழக்கு ஐரோப்பாவின் இந்த நகரம் தான் உலகின் மிகப்பெரிய பொது கலை நிகழ்சியான மாடுகள் அணிவகுப்பை, இந்த ஆண்டு ஜூன் மற்றும் ஆகஸ்ட் இடையே நடத்த இருக்கும் முதல் நகரம் ஆகும்.",wikinews,entertainment
130,tam,tam_Taml,"இன்றைய அறிவிப்பு, கூடுதல் கேரியேஜுகளுக்கான நிதிக்காக, இந்த ஆண்டு மார்ச் மாதம் அரசாங்கத்தின் உறுதியான முடிவில் நீட்டிப்பை ஏற்படுத்தியது.",wikinews,politics
131,tam,tam_Taml,"கூட்ட நெரிசலை குறைக்கும் முயற்சியில், கூடுதலாக 300 வாகனங்களுடன் மொத்தம் 1,300 வாகனங்களை வாங்க உள்ளது.",wikinews,politics
132,tam,tam_Taml,"சந்தேகிக்கும் ஆண் குற்றவாளி, திட்டமிட்ட சதிக்கு பதிலாக அத்துமீறியதற்காகவே விசாரிக்கப் படுவதாக கிறிஸ்டோபர் கார்சியா, லாஸ் எஞ்சலிஸ் போலீஸ் துறையின் செய்தித் தொடர்பாளர், கூறினார்.",wikinews,crime
133,tam,tam_Taml,"""அடையாளத்தின் வடிவம் சேதப்படுத்தப் படவில்லை;  எழுத்து """"O"""" ஐ """"e"""" என்ற சிறிய எழுத்தாகப் படிக்க கருப்பு டார்பாலின் பயன்படுத்தி அமைதி மற்றும் இதய அலங்கரிப்புகள் செய்யப்பட்டுள்ளன.""",wikinews,crime
134,tam,tam_Taml,"சிவப்பு அலை, வழக்கத்தை விட அதிக அளவில் கரெனியா ப்ரேவிஸ் என்ற இயற்கையாக உருவாகும் ஒற்றைச் செல் கடல் உயிரினம், ஒரே இடத்தில் இருப்பதால் நேர்கிறது.",wikinews,environment
135,tam,tam_Taml,இயற்கை காரணிகள் சிறந்த நிலையினை உருவாக்க குறுக்கிடுவதன் காரணமாக பாசிகள் வியத்தகு அளவில் அதிகரிக்க அனுமதிக்கிறது.,wikinews,environment
136,tam,tam_Taml,"பாசி, மனிதர்கள் மற்றும் மீன்களின் நரம்புகளை முடக்கும் நியூரோடாக்சின் எனப்படும் நச்சை உற்பத்தி செய்கிறது.",wikinews,environment
137,tam,tam_Taml,நீரில் விஷத்தன்மை அதிக அளவில் இருப்பதால் மீன்கள் பெரும்பாலும் இறக்கின்றன.,wikinews,environment
138,tam,tam_Taml,காற்று மற்றும் அலைகளால் காற்றில் ஈர்க்கப்பட்ட நீரை சுவாசிப்பதன் மூலம் மனிதர்கள் பாதிக்கப்படலாம்.,wikinews,environment
139,tam,tam_Taml,மாலத்தீவின் மொழியில் ஒரு பனையோலைக் கட்டைக் குறிக்கும் வகையில் பெயரிடப்பட்ட வெப்பமண்டல சூறாவளியான கோனு உச்சத்தில் இருக்கும் போது ஒரு மணிநேரத்திற்கு 240 கிலோமீட்டர் (மணிக்கு 149 மைல்) வேகத்தில் காற்று வீசியது.,wikinews,environment
140,tam,tam_Taml,"இன்று அதிகாலை, மணிக்கு சுமார் 83 km வேகத்தில் காற்று வீசியது, மேலும் அது பலவீனமடையக்கூடும் என எதிர்பார்க்கப்படுகிறது.",wikinews,environment
141,tam,tam_Taml,"COVID-19 தொடர்பான பிரச்சனைகள் காரணமாகப் புதன்கிழமை, அமெரிக்காவின் தேசிய கூடைப்பந்து சங்கம் (NBA) தனது தொழில்முறை கூடைப்பந்து சீசனை நிறுத்தியுள்ளது.",wikinews,sport
142,tam,tam_Taml,என்.பி. ஏ வின் தீர்மானம் விளையாட்டு வீரர் உட்டா ஜாஸின் கோவிட்-19 வைரஸ் பரிசோதனை முடிவு பாஸிட்டிவ் என வந்ததும் வெளியானது.,wikinews,sport
143,tam,tam_Taml,"""""""இந்த புதைபடிவத்தின் அடிப்படையில், மூலக்கூறு ஆதாரங்கள் எதிர்பார்த்ததை விட பிளவு என்பது மிகவும் முந்தையது என்று அர்த்தமாகும்.""",wikinews,science
144,tam,tam_Taml,"""அதாவது எல்லாவற்றையும் மீட்டெடுக்கவேண்டும்"""", என்று எத்தியோப்பியாவில் உள்ள ரிஃப்ட் வேலி ரிசர்ச் சேவையின் ஆராய்ச்சியாளரும், ஆய்வின் இணை ஆசிரியருமான பெர்ஹேன் அஸ்பாவ் கூறினார்.""",wikinews,science
145,tam,tam_Taml,"இப்போது வரை, AOL அமெரிக்காவிற்குள் பரவலாகப் பயன்படுத்தப்படுவதால், IM சந்தையை அதனுடைய வேகத்தில் நகர்த்தவும் மேம்படுத்தவும் முடிகிறது.",wikinews,business
146,tam,tam_Taml,"இந்த ஏற்பாடு நடைமுறையில் இருப்பதால், இந்தச் சுதந்திரம் முடிவுக்கு வரக்கூடும்.",wikinews,business
147,tam,tam_Taml,Yahoo! மற்றும் Microsoft சேவை பயனர்களின் எண்ணிக்கை ஒருங்கிணைந்து AOL வாடிக்கையாளர்களின் எண்ணிக்கையை எதிர்த்து நிற்கும்.,wikinews,business
148,tam,tam_Taml,2008 ஆம் ஆண்டு இங்கிலாந்து அரசிடமிருந்து நிறுவனம் அவசர உதவி பெற்று விட்டது என்ற தகவல் வெளியானதைத் தொடர்ந்து வடக்கு ராக் வங்கி தேசியமாக்கப்பட்டிருக்கிறது.,wikinews,business
149,tam,tam_Taml,"2007 ஆம் ஆண்டில் சப்பிரைம் அடமான நெருக்கடியின் போது, அதன் வெளிப்பாடுக் காரணமாக வடக்கு ராக்குக்கு ஆதரவு தேவைப்பட்டிருக்கிறது.",wikinews,business
150,tam,tam_Taml,"சர் ரிச்சர்ட் பிரான்சனின் விர்ஜின் குழு, வங்கி தேசீயமயமாக்களுக்கு முன்னர் நிராகரிக்கப்பட்ட வங்கி உத்தரவை வைத்திருந்தனர்.",wikinews,business
151,tam,tam_Taml,"2010 இல், தேசீயமயமாக்கப்பட்ட போது, தற்போதைய ஹை ஸ்ட்ரீட் வங்கி Northern Rock plc  'மோசமான வங்கி’, Northern Rock (சொத்து நிர்வாகம்) இலிருந்து பிரிக்கப்பட்டது.",wikinews,business
152,tam,tam_Taml,"விர்ஜின் குட் பாங்க் ஆப் நோர்த் இன் ராக்கை மட்டுமே வாங்கியுள்ளது, அந்த சொத்து நிர்வகிக்கும் நிறுவனத்தை வாங்கவில்லை.",wikinews,business
153,tam,tam_Taml,வரலாற்றில் ஐந்தாவது முறையாக பூமியில் விழும் வேதியியலால் உறுதிப்படுத்தப்பட்ட செவ்வாய் கிரகப் பொருளை மக்கள் கவனித்துள்ளனர்.,wikinews,Science
154,tam,tam_Taml,"பூமியின் மீது விழுந்த சுமார் 24,000 அறியப்பட்ட விண்கற்களில், சுமார் 34 மட்டுமே செவ்வாய் கிரகத்தை மூலமாகக் கொண்டவை என உறுதிப்படுத்தப்பட்டுள்ளன.",wikinews,Science
155,tam,tam_Taml,கடந்த ஜூலை மாதம் விண்கற்கள் பொழிந்ததற்கு இவற்றின் பதினைந்து பாறைகள் காரணமாக இருந்தது.,wikinews,Science
156,tam,tam_Taml,"பூமியின் அரிய பாறைகள் சில, தங்கத்தை விட 10 மடங்கு அதிகமான அவுன்சிற்கு US$11.000 முதல் US$22,500 வரை விற்கப்படுகின்றன.",wikinews,Science
157,tam,tam_Taml,"பந்தயத்தைத் தொடர்ந்து, Keselowski டிரைவர்கள் சாம்பியன்ஷிப்பில் 2,250 புள்ளிகளுடன் முன்னனியில் தொடர்கிறது.",wikinews,Sport
158,tam,tam_Taml,"7 புள்ளிகளுக்கு பின்னால் ஜான்சன் 2,243 புள்ளிகளுடன் இரண்டாவது இடத்தில் உள்ளார்.",wikinews,Sport
159,tam,tam_Taml,"மூன்றாவது இடத்தில், ஹாம்லின் இருபது புள்ளிகள் பின்தங்கியும், போயரை விட ஐந்து முன்னிலையிலும் உள்ளார். கஹ்னே மற்றும் ட்ரூயெக்ஸ், ஜூனியர் முறையே 2,220 மற்றும் 2,207 புள்ளிகளுடன் ஐந்தாவது மற்றும் ஆறாவது இடத்தில் உள்ளனர்.",wikinews,Sport
160,tam,tam_Taml,"பருவத்தின் பந்தயம் இன்னும் நான்கு மீதமிருக்கையில் டிரைவர்கள் சாம்பியன் ஷிப்பில் ஸ்டூவர்ட், கார்டன், கென்செத் மற்றும் ஹார்விக் முதல் பத்து இடங்களில் சுற்றியுள்ளனர்.",wikinews,Sport
